MaThuoc,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15,Dim_16,Dim_17,Dim_18,Dim_19,Dim_20,Dim_21,Dim_22,Dim_23,Dim_24,Dim_25,Dim_26,Dim_27,Dim_28,Dim_29,Dim_30,Dim_31,Dim_32,Dim_33,Dim_34,Dim_35,Dim_36,Dim_37,Dim_38,Dim_39,Dim_40,Dim_41,Dim_42,Dim_43,Dim_44,Dim_45,Dim_46,Dim_47,Dim_48,Dim_49,Dim_50,Dim_51,Dim_52,Dim_53,Dim_54,Dim_55,Dim_56,Dim_57,Dim_58,Dim_59,Dim_60,Dim_61,Dim_62,Dim_63,Dim_64
TH00000141,0.6720065020319014,0.06394672902393655,-0.015069856673311876,0.07333348456250449,-0.39085160016202014,-0.3674000336454956,0.7335067806494977,-0.08418993551189634,0.2552624256851559,0.1608481964906899,-0.3909830359747193,-0.3428255833219625,0.4998994180326141,-0.39258871354598596,-0.042451276136196925,0.04966319079408152,0.24759020450997718,-0.05514481871063084,-0.23434699573208195,-0.1834406323609344,-0.3979109070943692,0.15251302436184883,0.016611425867893694,0.3911164593963892,0.549491833391872,0.9150312312256124,-0.12549712579025304,0.028447045682050427,0.1079062971176467,-0.49821566668337924,-0.09829404379367315,0.1388319296030469,0.156343754767218,0.04499013068054922,-0.32617587991995783,0.2782488174433706,-0.45170831645939197,0.15187468418541872,0.20421576280317028,0.15535222607929172,0.12305591406930233,-0.13960245697856283,0.4186800146305532,0.18909598147514003,0.169613106545843,0.5709004035989975,0.042405991896060834,-0.4615716516153697,0.0506699949648911,-0.088319146153138,-0.05119685103464299,-0.31024366034967876,0.26369159113461305,-0.3274852161949359,-0.058961624917397,-0.12191438569991869,0.5898874142892051,-0.0034001992027015196,0.10376507138308015,0.08069741358194839,0.28421144679296506,0.2406089836865555,-0.2951140315834202,0.021776549608662616
TH00000028,-0.3489091887211438,0.14741872889353233,-0.025451292035251576,0.048302705963818804,0.24396781768569203,-0.47732427197866556,0.41494232181319124,-0.42699255108786216,0.37921607259195006,0.3254950999282438,-0.0888384269482271,-0.2771097959629402,0.028109782132815814,0.16480714147435244,-0.2592142168514596,0.26832824282770484,-0.4551999287548418,0.1360419033596654,0.3923606151267912,-0.08162365018362563,0.14101278562377642,0.07777474708190787,-0.2078490129177459,0.05092931488266137,0.038429922189971065,0.34214480194904273,-0.06345890365737883,0.02055787506387408,-0.023311788770392833,-0.08965174122377911,0.18404602290622657,0.27869789595552513,-0.24494866210707195,0.1468166976294053,0.06808882924040006,0.14920067374403523,-0.3617073463818887,-0.04784970947655374,0.3607165737947876,0.19511054279467802,0.10077192019045184,0.2327127766798499,0.33217858492042124,0.10425611569773188,0.12080175289706727,0.2451442899582484,-0.691960159370225,-0.010118177891750109,-0.575402770144385,0.0749451251673654,-0.23224917803455736,0.33559217886487747,0.10852887952362406,-0.34572539674905584,-0.5003712569309589,-0.3611793982030518,0.13181670756342878,-0.35040398960164854,-0.1613867242829128,-0.18423388773575367,0.009253543707519192,-0.08999945461575083,-0.13739023428096597,0.4374226475660148
TH00000127,0.21578651823768835,-0.16128184419098096,-0.08613865770011983,-0.24123832883200808,-0.470007388118565,-0.11124727712296935,-0.17719307710225216,-0.057727345898141144,0.039834833548933316,-0.2801301775708986,0.22546829878970115,-0.40902859538946806,-0.01565896338771137,-0.29367880946192954,-0.07608585795024805,-0.17613230799001345,0.2665384679762266,-0.5306404229365136,0.1250167651123284,-0.09917914516527748,-0.27482552627882245,-0.33589984587200356,-0.8925277988786348,0.6677525212289511,0.049241709862474205,0.33609505496618,0.09881495758889638,0.27722358603885927,-0.47286654736851763,0.26974743484772984,-0.28344774981960297,0.13017429144587636,0.6786294252543539,0.33107860434943787,0.13493316618362697,0.4009055229676348,-0.312914266675106,-0.2852689637351685,-0.2135484187943594,-0.23036288908076663,-0.2840258101177509,0.5058813199862324,0.28749958802098713,0.35843836008547775,0.08240164537274715,0.26181409573913483,-0.43514069018546286,-5.5224760703485593e-05,-0.5830190244778191,-0.08480173917517626,-0.08563658414703389,-0.037715547283307026,0.6700777931483665,0.005113258190248806,-0.5949366014923902,-0.45901343847015663,0.036713581420368124,0.15310508075498666,-0.35681191221395664,-0.2599862069493883,0.3353261437582801,0.0829253443551423,0.47214708567158736,0.3813551810565026
TH00000198,0.13040630806349698,-0.4925942042196263,-0.23993922018928832,-0.2673850270783457,0.022691201416092193,-0.24922982367839347,0.3286098754626879,0.06085128830849053,-0.29994828590874584,0.11782068444365638,0.1783510422550161,-0.25295793461959026,0.29804205692692337,-0.4096254423428632,0.2936234486868718,-0.3731484882361795,-0.1656390387350126,-0.225475256065922,0.131292185279671,-0.46321344591232777,-0.016847485078510294,-0.013685151234869252,-0.04708939051949764,0.616206594365009,-0.013180325174819913,0.40679042894193523,0.48996057060744064,0.24392190746244574,-0.14273838609733014,0.15187312753760027,0.21710286067243248,0.2069093245877442,0.21130590028342175,-0.2142589267022597,-0.035772609253511375,0.1175117295545118,-0.1516679606748619,-0.07584822663492613,-0.048146498912014724,-0.39551903951759304,-0.08727190538640353,0.11114064190742091,-0.21163805419753792,-0.5485980155571524,0.026874022767471487,0.03064087817666056,0.11469981979087757,-0.1459695676936033,-0.24033055627933364,0.00412608254774563,0.1716034758394398,0.35088562924639566,0.5045337966987138,0.040952416168935704,0.21957287504369655,-0.06786172158437205,0.17711643202676458,-0.08248019480888376,0.3314165960589282,0.3342229545554916,-0.5096391610041872,0.18795150589812804,-0.04966658093063151,0.2069519946208596
TH00000056,-0.040009410028315054,-0.2888034323095365,0.26141564758620556,-0.032860146088575834,0.27903683163061854,-0.009217660294956374,-0.5473787665860185,0.20728666899094328,0.06966682082602407,-0.057972916721793895,-0.1565695071113657,-0.2418992584490394,-0.13827436634258128,-0.2341801673550013,-0.3616740153529897,0.3608278585405653,-0.32822618711262014,-0.3727777027456849,0.32439871221892963,-0.07008380452969236,-0.14476983377631233,0.6422349366557086,0.07163384055876029,0.34282681630538786,0.2325096770947657,0.34217787384918485,0.35231305810143976,-0.1732313586934582,0.37632687605391824,-0.1635819108879547,0.24927021734088176,0.4138642489815975,0.3752331332289815,0.11018257278326071,0.3449435152702753,0.7354902640360859,-0.011993749966769825,-0.07104253297154547,0.2866996108048862,0.09432323854874826,0.07344405542114285,0.10792644665493308,0.4528756657824733,-0.47903555897936667,-0.3881697822168671,-0.5003068154562899,0.47309074269202056,-0.1341910492762497,-0.37770923541232887,0.25505203325596343,-0.18774198229293593,0.027298350335267986,0.2034568619729269,-0.46835003764307875,-0.07287104713207024,0.2694470718522219,0.6076023755456251,-0.5609700612282927,-0.05298890367269411,0.06423389029628997,0.8042130493648765,-0.03515909519962947,0.0013859852061563166,0.6619078500599062
TH00000050,-0.1420231400015055,-0.05753797825396655,-0.13214287638102387,0.26261398132702524,0.19071021521753426,-0.23906482516545277,-0.16688607165352695,0.2465605874364451,-0.17254379018924082,-0.0940466891918905,-0.27066329509437387,-0.45730154373074466,-0.28797998895128,0.1078168356104151,-0.2838035624205564,-0.15944190463786026,0.1967059899411912,-0.4287405370560803,-0.27066907502732956,-1.0770609213053637,-0.029439183341295295,0.2284241696872706,0.05656003927365588,0.11660810843655707,0.5650039827109475,0.09909782832568134,-0.2605522993328082,0.3659774491940317,0.1777821679839278,0.46111630102986434,0.26206797085563177,0.4074515686996181,0.4135447653988774,0.05613821283769149,0.22590029208835063,0.37451025077806777,-0.344350277555665,-0.026301528189902265,0.5255099544493637,-0.5004377075879234,0.10627648935755352,0.43360323520995453,0.25454264749361877,-0.12095175718967573,-0.0800086964563109,-0.18125150502659493,0.005595212251245875,0.30261482986430077,-0.3578274718842586,-0.015518482238374374,-0.43920450619838286,0.27160284082233627,0.47013431315625986,0.4193934889144905,0.05617763282663917,-0.40110090555373656,-0.031694217621622216,0.38759688436064266,0.1998133145502886,-0.1015629732099001,0.17602439625588767,-0.22085217406483368,0.27025844433485813,-0.26563573957847825
TH00000058,0.38453112620870505,-0.6782994918169855,-0.3777939325748612,0.7843641071227412,-0.18976318984015003,0.014967380066289608,0.22466368795715938,0.2459837865379635,-0.09749968588403807,0.47701729871652937,-0.004589499412092153,-0.07107380521939126,0.2422887933139866,-0.2380314293842951,0.11371198184994147,0.36683947475452605,0.02628599301447872,-0.33240642521885033,-0.3624855695627604,-0.20357840606949987,-0.1636120130925263,-0.20877457449495002,-0.18375161261112527,-0.021587371053875478,-0.13361350796401364,0.4754021632851344,-0.2007258466117858,0.03441567069761983,-0.12035193485122914,0.021747659815580463,-0.18861607632287614,0.33317658240991155,0.004716886036193954,0.32854711946722226,0.02102883932263684,-0.06208546902178822,-0.09131997043891171,-0.2145402795005827,-0.11810771759433168,-0.09443341332392237,0.037327530287110965,0.25715476400755943,0.1202665818192545,-0.04010647778851576,-0.1344113170009262,-0.13080457032789003,-0.01358904374937026,-0.07858623635543195,-0.3305489515989789,-0.11139348920395883,0.06646262099680915,-0.029193931855620074,-0.18893786458020218,-0.11074253460123024,0.00203186256437975,0.10099495007207447,0.0007392262238726389,0.36821737984944475,-0.23124812981219453,-0.01757109201308057,-0.05673886800148177,-0.0232786006141701,-0.2566161255227771,0.1368512196102514
TH00000125,0.050844269072605065,-0.41923500052204943,-0.4235930229038451,0.39788013652855764,0.32528904541814985,-0.5770862434413453,-0.2729369018504103,0.20896083317784442,0.021291483922707598,0.47328581258492014,0.05418233379098868,0.5662661426404331,0.34998517294590203,0.17905208117712423,-0.2195704626482951,0.09058038167086989,0.06971386755773383,0.007531945538190286,-0.1788295105678642,-0.1441269065692927,-0.10352479368658447,-0.10874287562116679,-0.04841671170951176,0.023935183236774436,0.0704237315096087,0.05910327401103337,0.005423023007891983,0.18433994512436871,-0.06467916576860556,0.0058486693592845265,-0.23780173012196554,0.08867212585516622,0.26914529411419974,0.2148218974562344,-0.5850995708369084,-0.05599307460731824,-0.5042474472016981,-0.17488349363005054,0.3866287135061718,-0.12866078243791848,-0.40923552649303613,0.3639891790771643,0.357909415727169,0.6642712641227978,-0.004105494512417123,0.5601614296305248,0.24178149043523536,-0.017187161269342034,-0.27184053021545324,-0.2347408137826218,0.020437115998263825,0.15736382535388221,0.1565191133827077,0.2930132487057199,0.49649943975625116,-0.28064582052284515,0.5048401487803807,0.4558164812417987,-0.05166683334718529,0.04042191580509081,-0.351668982640686,0.12851597487513652,-0.1854725425695674,0.21717536727661435
TH00000077,-0.24675653969057496,-0.6311579139800951,0.0015323736584674631,-0.17630215811314442,-0.22088692871997836,-0.5812680097146115,-0.38877026079678645,0.11434330585852542,-0.272265354337438,0.1984908193540366,-0.2101902172913132,-0.3623657696039479,0.20830360152410257,-0.07775935583267042,-0.10884082353326216,0.327187781453793,0.16714693706030237,-0.3171704513173996,0.8261725010906875,-0.3119916884371021,-0.4026345587740175,0.14258715886472845,0.5101287411120917,0.06122332010233556,-0.0685067528978797,-0.048595574306437295,-0.3151537978512048,0.7403561683873493,0.114834883978493,0.23404124914701466,0.04200631849939513,0.031342414056325714,-0.22668682066398468,0.19902242221760066,0.2230140669284867,0.6670236456611032,-0.409397717870225,0.27922587016763156,-0.3103113022989355,-0.08831951323191792,-0.1332987584124685,0.29948272336623505,-0.13033591350068838,-0.15070838902752187,-0.06801095317124059,-0.01834934684726035,-0.14062342639379027,0.024535623887920882,0.07733045725749246,0.0010920133414086507,-0.6373098281065628,0.11563287012067147,-0.18779900936735197,0.07315796303800985,0.1986147930354539,0.05056984020818473,0.04913671272037456,0.019617173112451144,0.018370075689066435,0.061401052395975556,0.08790691186649587,-0.076377261821248,-0.47741541249428066,0.11847386886787833
TH00000161,-0.09303409643525865,-0.8925140350769288,-0.23015469485437462,0.28179904158139235,-0.6829268606626321,-0.28767759027379475,-0.193147360170502,0.6142213331764291,-0.04511719434794452,-0.21638755949157995,0.056525435022269865,-0.218205299723012,0.009562981425809804,0.09505635772124434,-0.07963642216707667,-0.04425257539181635,-0.27381781064294675,0.20899908110485577,0.27712908202545444,0.05116900404178394,0.02947062686136041,0.05218326458914957,-0.35862001657712805,0.15851215380117084,-0.33446251150530415,0.35409532412959904,-0.0694922649813271,-0.1939734477264674,0.5670427962714837,-0.06979882845914857,0.00501520487231472,0.07270998021847233,0.31544054425484797,0.41005674336097203,-0.33383707188021294,0.3846263771426308,-0.12503911341440976,-0.37346377181446705,0.1652816094545253,-0.17653835524579117,-0.4395631183713468,-0.6036222889508089,0.24264358084254228,-0.02226931747869774,-0.2671397152342993,0.21457562305609726,-0.139786867064891,-0.16509296617382785,-0.10904803410388743,-0.11970085486151939,0.20491421022988401,0.2440621425320415,0.1901506802484788,-0.11668489131657468,-0.15773327042470686,0.05286390095063623,-0.03552993616929255,-0.3235293459057513,-0.008735499742945465,0.012779348920071015,-0.2868173413863194,-0.46548508864011584,-0.22363117987766823,-0.055439770145394876
