node_id,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,e50,e51,e52,e53,e54,e55,e56,e57,e58,e59,e60,e61,e62,e63
symptom::mệt,0.07618504017591476,0.19191628694534302,0.2512861490249634,0.323304146528244,0.4287072718143463,-0.42738020420074463,0.23076501488685608,0.07794920355081558,-0.15248920023441315,0.240809366106987,0.6636273264884949,-0.031462911516427994,-0.520903468132019,0.1559164822101593,0.3798670470714569,-0.09104796499013901,-0.06871429085731506,0.11825135350227356,0.10869882255792618,-0.0027442951686680317,0.1818126142024994,0.26433178782463074,-0.5787537693977356,-0.6227633357048035,-0.434042751789093,0.3512631356716156,-0.04056915268301964,0.36590710282325745,0.21431678533554077,-0.4056280851364136,-0.16892005503177643,-0.11114977300167084,-0.04471582919359207,-0.3615768253803253,-0.048781659454107285,0.060450561344623566,0.39512112736701965,0.5741809606552124,-0.13830046355724335,0.046321138739585876,0.2881971001625061,0.3532828092575073,0.2644152045249939,0.107356496155262,0.33572760224342346,0.3587172031402588,0.1776476353406906,0.029897818341851234,0.6805592775344849,0.385505348443985,-0.3081042766571045,0.331964373588562,-0.169161856174469,-0.823887288570404,0.7482818365097046,0.2663975656032562,0.35123246908187866,-0.7417824864387512,-0.21984770894050598,0.1921851485967636,0.12556272745132446,-0.04497065395116806,-0.6494544744491577,0.3392156958580017
symptom::sốt,-0.26490533351898193,0.27652451395988464,0.4173484742641449,0.36297887563705444,-0.008225725963711739,-0.4518432021141052,0.057937655597925186,0.0521831214427948,0.005047451239079237,-0.05293138697743416,0.2606475055217743,-0.14395050704479218,0.115402452647686,-0.22967849671840668,0.2501862049102783,0.5003857612609863,-0.43421056866645813,0.5292727947235107,0.28866487741470337,-0.11789768189191818,0.25589001178741455,0.7363611459732056,0.446015328168869,-1.0062536001205444,-0.1538742184638977,0.20810775458812714,-0.24219907820224762,0.6504648923873901,0.1396595537662506,-0.06686459481716156,-0.1462802290916443,-0.19728784263134003,-0.39874067902565,-0.7296831011772156,-0.09711658209562302,0.16314414143562317,-0.2577107846736908,0.17046231031417847,0.6119212508201599,0.1283034086227417,0.11706940829753876,0.2937542200088501,0.2635972797870636,-0.2873744070529938,0.255687415599823,0.18557417392730713,0.027209892868995667,-0.2960813641548157,-0.539733350276947,-0.018010413274168968,0.5650469064712524,0.10676305741071701,-0.5030716061592102,0.6776360869407654,0.13717146217823029,0.2532409429550171,-0.33386334776878357,-0.5460278987884521,-0.21262672543525696,0.1431863009929657,-0.08945374190807343,-0.14264050126075745,-0.3882177174091339,0.2640749514102936
symptom::tiểu buốt,0.1580723077058792,0.5836023092269897,0.9285119771957397,0.11824124306440353,-0.07181376218795776,-0.7007504105567932,0.054285455495119095,-0.48219648003578186,0.057267796248197556,0.43456077575683594,0.694321870803833,-0.028565512970089912,0.047878798097372055,-0.452770471572876,-0.23970256745815277,0.5139362812042236,0.03487348183989525,0.38204991817474365,0.1895303875207901,0.11120382696390152,0.5479958057403564,0.4463508129119873,0.2634080648422241,-0.9761103391647339,-0.4226568937301636,0.8710565567016602,-0.5704103112220764,0.2981735169887543,0.15596839785575867,-0.30316823720932007,-0.21731916069984436,0.2124854326248169,-0.4772985279560089,-0.2128313034772873,-0.1390966773033142,0.13468842208385468,0.07735414803028107,-0.04706699773669243,0.5547032356262207,0.23792704939842224,-0.09908780455589294,0.5996338725090027,0.05022379755973816,-0.29061761498451233,0.23233313858509064,0.08043816685676575,-0.3332812786102295,-0.5247326493263245,-0.48056384921073914,-0.10801874101161957,1.0654852390289307,0.07920227944850922,-0.337259441614151,0.5419380068778992,-0.09613325446844101,0.30172309279441833,-0.23402845859527588,-0.16113236546516418,-0.43683767318725586,-0.06378670036792755,-0.10949856042861938,-0.032445017248392105,-0.045505277812480927,-0.023757942020893097
symptom::ngứa,-0.350508451461792,-0.7684656381607056,0.052213896065950394,0.7899863719940186,0.5139949321746826,-0.5318254232406616,-0.5394651293754578,0.2684674859046936,-0.4241328239440918,0.8174439668655396,-0.14816811680793762,-0.617263913154602,0.021848492324352264,-0.3328346610069275,0.04901929572224617,-0.49117040634155273,-0.6365017890930176,-0.2075771689414978,0.20790185034275055,0.41097012162208557,0.5315163731575012,0.0499400831758976,-0.1791127622127533,-0.5507563948631287,0.03535668924450874,0.5287152528762817,-0.5262667536735535,-0.1829126626253128,-0.005452107638120651,-0.3366246223449707,0.17186711728572845,-0.6273478269577026,0.28069719672203064,-0.8031839728355408,-0.1225399374961853,0.28900793194770813,-0.47382596135139465,-0.34296444058418274,0.4975045323371887,-0.3444483280181885,-0.5941979885101318,0.37545958161354065,-0.39149436354637146,-0.22599150240421295,0.10000210255384445,0.23139835894107819,-0.17594709992408752,0.10356918722391129,-0.5409018397331238,0.11353033035993576,0.12946027517318726,0.5176965594291687,-0.08655501157045364,0.45987436175346375,0.5132085084915161,0.4097786545753479,-0.7657877802848816,-0.9316865801811218,-0.2556186020374298,0.1506987363100052,-0.4625140130519867,-0.7144617438316345,-0.059144675731658936,-0.21658405661582947
symptom::buồn nôn,0.143241748213768,-0.07660830020904541,0.16372394561767578,-0.0928787961602211,0.3360633850097656,-0.6429502367973328,0.45519036054611206,-0.20433734357357025,-0.15766361355781555,0.27970805764198303,0.3670841455459595,0.5920293927192688,-0.08570265769958496,-0.35472485423088074,0.38426506519317627,0.07130836695432663,-0.18278081715106964,-0.3424547612667084,0.1377238780260086,0.24130848050117493,0.8072565793991089,-0.20015449821949005,-1.2222728729248047,-0.71453857421875,-0.2061910778284073,-0.09060294181108475,-0.5917748808860779,-0.007138575427234173,0.6355881094932556,-0.48546189069747925,0.05202968418598175,-0.04499347135424614,0.09990707039833069,-0.5936896204948425,-0.3467789590358734,0.326603502035141,0.05638933926820755,0.06864693760871887,0.43832170963287354,-0.015161683782935143,0.488982230424881,-0.12200579047203064,0.4298745095729828,0.14954756200313568,-0.2558973729610443,0.4338938891887665,-0.1799798607826233,-0.598031222820282,0.5334113836288452,-0.24850015342235565,0.04909539967775345,0.1935594379901886,0.1283978968858719,-0.4828992486000061,0.6482473611831665,0.32722973823547363,0.45620226860046387,-0.5983256101608276,-0.4161148965358734,-0.1881624162197113,0.04200001433491707,-0.34609684348106384,-0.5957004427909851,0.6612151861190796
symptom::tiểu rắt,0.09519166499376297,0.47272583842277527,0.8989249467849731,0.1976056545972824,-0.4361742436885834,-0.6018853783607483,-0.0798541009426117,-0.3495672941207886,0.05961962789297104,0.2025527060031891,0.7484378218650818,-0.4441688656806946,0.024919018149375916,-0.6913751363754272,-0.018519286066293716,0.3442475497722626,-0.18804560601711273,0.0581427700817585,-0.12633191049098969,0.4145873188972473,0.22796666622161865,0.44854816794395447,0.060295138508081436,-0.9030948281288147,-0.44437819719314575,0.7020369172096252,-0.5735225677490234,0.4312337636947632,-0.0409046933054924,-0.24794721603393555,0.030346348881721497,0.06390107423067093,-0.5945257544517517,-0.638883650302887,-0.15024703741073608,0.27849096059799194,0.10678546875715256,0.06860461831092834,0.5839272141456604,0.5312228202819824,-0.29892823100090027,0.5757215023040771,0.4233400821685791,-0.37404531240463257,0.3788413405418396,-0.13891103863716125,-0.3941427171230316,-0.2447487860918045,-0.6286781430244446,-0.5076054334640503,0.7388732433319092,0.23590251803398132,-0.46602123975753784,0.19400811195373535,-0.19183769822120667,0.19678892195224762,-0.5003988146781921,-0.24167370796203613,-0.4352368712425232,0.10903534293174744,0.09372152388095856,-0.11942248046398163,-0.21677210927009583,0.02552374266088009
symptom::đau bụng dưới,-0.05403365194797516,0.12858054041862488,1.0177421569824219,0.13616953790187836,0.11484018713235855,-0.8556451797485352,-0.3245622217655182,-0.23112428188323975,0.2724882960319519,0.15879316627979279,0.721325695514679,-0.3263450860977173,0.33331212401390076,-0.2784682512283325,0.3149016201496124,0.48318350315093994,-0.1848180592060089,0.37024950981140137,0.21400795876979828,0.12880012392997742,0.4158554673194885,0.5529288053512573,0.2892722189426422,-1.087364912033081,-0.5223987698554993,0.7183756828308105,-0.611694872379303,0.4197079539299011,-0.0011324227089062333,-0.09174607694149017,-0.3417060971260071,0.23940055072307587,-0.7785298824310303,-0.3936809301376343,-0.0689665898680687,-0.09559894353151321,-0.31216949224472046,-0.11191178858280182,0.5385849475860596,0.18011751770973206,0.0515214204788208,0.32513439655303955,0.3106423616409302,-0.07976414263248444,0.08508969098329544,-0.10417522490024567,-0.29700711369514465,-0.4649971127510071,-0.42037662863731384,-0.2465793341398239,0.7809909582138062,0.32064810395240784,-0.4821646213531494,0.5046614408493042,-0.012780346907675266,0.31619763374328613,-0.4289722442626953,-0.23767930269241333,-0.3135961592197418,-0.03317795321345329,0.04960605502128601,-0.1331375539302826,0.19803373515605927,0.05929458141326904
symptom::đỏ da,-0.2601100504398346,-0.676526665687561,-0.03410454839468002,0.8295223116874695,0.4283604919910431,-0.7414483428001404,-0.3988824486732483,-0.021736500784754753,-0.30827203392982483,0.5848063230514526,-0.13025543093681335,-0.5816360712051392,-0.0022034142166376114,-0.7380736470222473,0.0661977082490921,-0.17326180636882782,-0.8765685558319092,-0.05055827274918556,0.3230137526988983,0.9170932769775391,0.59597247838974,0.27137291431427,0.06343141198158264,-0.589235782623291,-0.19179996848106384,0.4393627345561981,-0.46865344047546387,0.05477349832653999,0.12554152309894562,0.09451945871114731,0.30812355875968933,-0.39447641372680664,-0.28316041827201843,-0.4647740125656128,0.09799590706825256,0.3465369641780853,-0.09787894040346146,-0.6054016947746277,0.6152342557907104,-0.20756512880325317,-0.6789336800575256,0.48047542572021484,0.026805376634001732,-0.21914167702198029,-0.05575011670589447,0.06306545436382294,0.16228140890598297,-0.08226906508207321,-0.4892621636390686,0.16336874663829803,-0.12388543039560318,0.1812593787908554,-0.5272576808929443,0.43865150213241577,0.27203264832496643,0.3705100417137146,-0.7371779084205627,-0.9345776438713074,-0.22134087979793549,0.3163040280342102,-0.2944704592227936,-0.3462204933166504,-0.0156675074249506,0.20273731648921967
symptom::đau họng,-0.37309029698371887,0.5274034142494202,0.5262458324432373,-0.18677613139152527,-0.2763887643814087,-0.8070871233940125,0.1589229851961136,-0.21919645369052887,-0.01861891709268093,0.027104372158646584,0.8033096194267273,0.27540573477745056,-0.1449662744998932,-0.5095739960670471,0.524163007736206,0.04134565219283104,-0.22035744786262512,0.10989255458116531,0.024860218167304993,0.21029144525527954,0.3628740608692169,0.5470239520072937,0.30464571714401245,-0.28071820735931396,0.0736987367272377,0.4297325313091278,-0.08062749356031418,0.533715009689331,0.7142402529716492,0.1607738882303238,-0.3333268165588379,-0.3210256099700928,-0.5144925117492676,-0.9497875571250916,0.5219017267227173,0.5717095732688904,-0.4641130864620209,0.045041244477033615,0.13598741590976715,-0.18734385073184967,-0.25802403688430786,0.7787493467330933,-0.09185667335987091,0.10514859110116959,0.2706693410873413,-0.18122966587543488,-0.03172290325164795,-0.5326011180877686,-0.3366706669330597,0.1407502144575119,0.6171433925628662,-0.41628050804138184,-0.21755759418010712,0.30654171109199524,-0.11046484112739563,0.8829386830329895,-0.5239784121513367,-0.8299177885055542,0.5038529634475708,0.2733646631240845,-0.15192680060863495,-0.0712079182267189,-0.4272747039794922,0.3561117351055145
symptom::ho,-0.5301330089569092,0.42395633459091187,0.27245864272117615,0.14368870854377747,-0.16278770565986633,-0.5556290149688721,0.019767681136727333,-0.2773158550262451,-0.21983106434345245,0.1880004107952118,1.0833684206008911,-0.12674838304519653,-0.008579769171774387,-0.32832610607147217,0.40398192405700684,0.3461401164531708,-0.3236861526966095,0.10853990912437439,0.32774069905281067,0.1718728393316269,0.4347413182258606,0.5334213972091675,0.3848360478878021,-0.6978219151496887,-0.19780248403549194,-0.1642923206090927,-0.1225130632519722,0.45601096749305725,0.7537860870361328,-0.21226570010185242,-0.3840750455856323,-0.32138243317604065,-0.7031586766242981,-0.6866952776908875,0.15452158451080322,0.4049708843231201,-0.5247954726219177,0.21338482201099396,0.39574602246284485,-0.05131755396723747,0.2136577069759369,0.5985568761825562,-0.12143592536449432,-0.19969654083251953,0.37171122431755066,-0.4558113217353821,0.48870182037353516,-0.2777685523033142,-0.24585668742656708,0.19628995656967163,0.28087887167930603,-0.30964046716690063,-0.5610941648483276,0.38649070262908936,0.4049301743507385,0.6326648592948914,-0.1766626387834549,-0.49061790108680725,0.39964163303375244,0.48675537109375,0.339499294757843,-0.23088134825229645,-0.2362317591905594,0.11669620126485825
