MaThuoc,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15,Dim_16,Dim_17,Dim_18,Dim_19,Dim_20,Dim_21,Dim_22,Dim_23,Dim_24,Dim_25,Dim_26,Dim_27,Dim_28,Dim_29,Dim_30,Dim_31,Dim_32
TH00000141,-0.2932501118931878,0.02621412009968607,0.07838102513248107,-0.2161044924103339,-0.1302424490910343,-0.03404501715576865,-0.10375373516745054,0.14490261637570206,-0.01771368515488865,0.09371366638643025,-0.02049308381053299,-0.03741752262423388,0.16787267717542143,-0.1417959177420252,-0.07381694422253943,0.3168384618776188,0.3762010638653173,-0.24382459153814684,0.1620667171257103,0.3459701279139487,-0.05086254196195427,0.06710811354998217,-0.4392672734535478,0.705663608531032,0.18379807987518293,-0.26602758144000027,-0.19768767282304373,-0.12173577344349892,-0.3604085587255096,0.42884778368559046,-0.04122979479890327,0.2952604208088925
TH00000028,0.00952734834096091,0.1923971387538408,-0.1816302194432142,-0.1563827939879516,-0.07908576797504828,-0.17465623658051777,-0.2502495711450293,-0.10693371361833941,-0.20606612923584486,0.31246822759295806,0.23296453787921165,-0.24002843132470839,0.014532002034392873,0.15662395096878498,0.3174854079376888,-0.031773645289709544,0.0382695375017789,-0.18173060721358145,0.27546219936637806,-0.1102054232609053,0.24984116331939174,0.21743108443311557,-0.03900980049989891,0.06475692947893322,-0.07321887058134384,0.1559211625219001,0.02064001605353484,0.26509647215135557,0.25318677424219693,0.4857067838105553,-0.30239776116436684,-0.005161256435722008
TH00000127,-0.3226320429597314,-0.11669177256697638,-0.0022411182155380703,-0.09000361110104782,-0.09123663822998802,-0.04082917979757917,-0.2862933693043802,0.2247688988884025,0.14349718285884122,0.3328797204237582,0.16796889527926126,0.0700420850788541,-0.20818946996936155,-0.3302347321665261,-0.027139189854242206,0.253700005140109,-0.03314679517113738,0.08211182435625963,-0.014970887755043571,-0.14964578551781343,-0.10635914524827783,0.19106139621964935,0.0977717830178546,-0.011122106466252557,0.3389730606834925,0.052879776247114436,-0.5137304820208177,-0.34983224102689786,0.35319857619856826,0.06503704479694818,0.15783517073622474,-0.09097800028558958
TH00000198,-0.5198630322126951,-0.09457614264448279,0.24912675954450794,0.05279849660062726,-0.18555703355330916,0.0418774122142164,-0.5738052644818494,0.21018928310947377,0.09480789623746282,0.2828030986600569,-0.06298503723232225,0.12557284597037283,-0.013117581422928277,0.038050288362754314,-0.5032928811423122,0.13499860132589783,-0.195203241408286,-0.18865756374027348,0.14460284638944254,0.10358080628130546,-0.028346656621176754,-0.2888329989704725,-0.17617080427894957,-0.2141888377646126,0.0501941458648927,-0.054746581767421344,0.3068858444881927,0.126402473934042,0.016702542847518584,0.17704813038791037,-0.20258989683178066,0.12193560607803533
TH00000056,0.047091937079520245,0.11225060087510487,-0.026267763785671618,0.4122609767586769,-0.22500434011077586,0.38110586693119275,-0.5890475495326475,-0.18429175569869263,0.023974473030180007,-0.004580608454095086,0.05073122039675621,0.06708517248982149,0.13689896884217886,0.123790618021831,-0.07592729114210989,0.13729442159644784,-0.4226693514670375,-0.17541746311907108,-0.11410843391523384,-0.03455259074166792,0.38955639946697646,-0.08248435612921981,-0.27883185122813176,0.3006970869411753,0.34737471733243286,0.08823260419801807,-0.05514213194224591,0.24113864585129363,0.34058023729914194,0.0503223240719167,0.045029846165445316,0.00041139201693824855
TH00000050,-0.010219447294420089,-0.05314105528275038,0.21262170691107607,0.007986937885896016,-0.029745603030019906,0.18794853292603947,-0.11462902498364284,0.1423874484547055,0.17541325411051542,0.13861373107436037,-0.006280430687457743,-0.1211544323576823,-0.0438535556197506,-0.10492347550035248,-0.24865386638011328,0.18626546419578008,0.11112887767754824,0.3872059337771683,0.1893829703560832,-0.5663209565187868,0.23581267864342773,0.1859352390588985,-0.05262427391940688,-0.05296544906112681,0.12123790677848022,0.1410677073128717,-0.08327533499775559,-0.03882018843793348,0.15955228284068898,-0.31477770053761905,-0.32717937352309195,-0.024992705639219983
TH00000058,0.7023414005086079,0.50967905865489,0.1279026862239907,0.5381797154348297,-0.6633312598229364,0.010766480653030546,0.45556346099342876,0.13438291034883507,0.5159772381049155,0.17709468026158617,0.3286759373703908,0.2002437243009033,0.17016692551454388,-0.08469862057234492,0.29340731696663785,0.37845390685243324,-0.46627374392896853,-0.41426281461032155,0.23459558358003557,0.14450295373745753,-0.831622595670853,0.23247003074751868,-0.6958333826383123,-0.4174087621454178,0.4550647168338378,-0.6933334133061411,-0.45809356491561554,0.3039880623307977,0.2399067152022568,-0.05983913316822445,0.504168688130474,-0.14105804339797196
TH00000125,-0.033244584803508885,0.3964395124508194,0.05951091469642664,0.04239218225083073,-0.48473885710878756,-0.3283239311921427,-0.16940292257113992,0.10811494709732206,0.2799270116548945,-0.16321372565912837,-0.5057272291094129,-0.18400716695591063,-0.03745428665451797,-0.16293851947205928,-0.20656166745961776,-0.23505693529208,0.2558276186263218,0.032429919261926704,-0.07527019123185799,-0.22253955902066122,0.17049284954323307,0.11013687466622964,0.2691484957488837,0.15426159292285027,-0.006344797827050726,0.347575834470143,-0.24605392483809496,0.4346433447222626,0.1274118804990019,0.037824457371661714,-0.04142926656508718,0.1006171231049576
TH00000077,0.04327696539182017,0.35066010258026764,0.17902287330350541,-0.5805283127203348,-0.29889923190532663,0.2526351438985803,-0.33896618923901495,-0.1288300355913899,0.16444557903302404,0.17638495082801636,0.046169553413453926,-0.10960043512120253,-0.08513243441301252,-0.04563789972610219,0.0930152655875187,-0.13093303713701776,0.5775401738213162,0.2384278878448105,0.10343012313500366,4.929304846720134e-05,0.2922519687636806,0.1432343210397654,0.024385671052585246,-0.0830140037078279,-0.4803694879892801,0.1578658924399979,-0.05361525749294514,-0.1719553957166714,-0.3335340548129898,-0.14341831833204396,-0.32294505643647925,-0.06764213199662499
TH00000161,0.03520398982466311,-0.20049070473394576,0.11299572271063879,-0.28577480192860655,-0.3821794097735764,0.15068339272761805,0.040931675840506276,0.015661598769806436,0.08366995119443273,0.2612453008497591,-0.23118360168153343,-0.2273874059698942,-0.29722143021348896,0.1460398122378682,-0.1901183857190917,-0.01207561308569578,0.13094076168236873,-0.24039378231012629,-0.0009850032478525526,-0.2310071644206842,0.1040144419762184,0.05120492671644568,0.2993066596995841,-0.20622102003425674,-0.21900037737561756,-0.07530730374230375,0.31396524269563525,-0.09946185329814698,0.06167958017495935,0.11346103583488575,0.1603214877616166,0.09672206512661098
