MaThuoc,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15,Dim_16,Dim_17,Dim_18,Dim_19,Dim_20,Dim_21,Dim_22,Dim_23,Dim_24,Dim_25,Dim_26,Dim_27,Dim_28,Dim_29,Dim_30,Dim_31,Dim_32,Dim_33,Dim_34,Dim_35,Dim_36,Dim_37,Dim_38,Dim_39,Dim_40,Dim_41,Dim_42,Dim_43,Dim_44,Dim_45,Dim_46,Dim_47,Dim_48,Dim_49,Dim_50,Dim_51,Dim_52,Dim_53,Dim_54,Dim_55,Dim_56,Dim_57,Dim_58,Dim_59,Dim_60,Dim_61,Dim_62,Dim_63,Dim_64
TH00000141,0.3441055261032043,0.22104511847330238,0.16914152096646087,0.10609644575063702,-0.19940766915108565,0.6319583233715759,0.0640410454234291,-0.11898386766702337,-0.1685347207190511,0.061901700296933516,-0.5284478991196008,0.4041022811094357,0.30452644455427763,-0.44810500265518755,0.3359198051227787,-0.15011755125765008,-0.054460609426582145,0.360878231336832,-0.01737030042808633,-0.20219997633011166,-0.337088108160114,0.0866756891084892,0.38113854981765466,0.1817718025798132,-0.20184338338830216,-0.1906973390523497,-0.530007870440341,-0.19568540033674112,-0.30489830698140824,0.21898606776295046,-0.025603632726052778,-0.005433924452248098,-0.049348036086617586,0.2044266480919162,0.20996024435490962,-0.049045947700680485,0.2952187696960724,0.2513379110324888,-0.01425235112864655,-0.44090813557782044,-0.04601636809210288,-0.14374503125433685,0.15287593883216807,0.4155115602366645,0.11629776752509977,0.061173815011153,0.21354638863602746,0.8969244178377013,-0.06647727883686454,-0.21386283598846692,-0.6391451794994771,-0.21906020826928377,0.053865142662503696,-0.4436379371689595,-0.4814564472438457,-0.36261610609707096,-0.401201983592636,-0.010964165141942718,0.17965928090841307,-0.5843879203030748,-0.07807739564857866,-0.32366758608399876,0.16305713650190193,0.5146092961738478
TH00000028,-0.5414546824412192,-0.07315055230695273,0.08175323658580713,-0.08663610713449965,0.5688722969215563,0.7159861564773691,-0.33377945075239795,0.207655729825352,0.12906974549088682,0.3528596613114035,-0.3092540017301952,-0.18855330145396512,0.1677998276011551,0.16844147904480505,-0.1380644046720633,-0.2332381939691971,0.25661300557619343,-0.39211660525595615,0.0759235976433531,-0.6491906271002831,-0.3525112570409418,-0.2985102252586627,0.29678644979828683,0.1540827781300284,-0.6241294241380893,0.1054376063616929,0.3278359212399653,0.00986203691582688,-0.18389124899629491,-0.36529904509855393,0.6564083651757648,-0.11817773058923849,0.4658238211372627,0.37657699995094995,0.5233416620850764,-0.31363356115111213,0.22405066492346976,-0.15029062231272508,-0.2132773033718257,-0.5243552424212841,-0.13192803785210167,-0.28461487922190165,0.1873426646356888,0.1541162243433771,0.061568623906445547,0.5638593760665004,0.12188387208982104,-0.2884293852667555,-0.33111495134445545,-0.3179709482951771,-0.20609357274654808,-0.7239199235742495,-0.3592098660163829,0.362627582140683,-0.08227712939361229,-0.5066358019536379,0.1158995811641537,-0.1530444524852349,-0.06898689580865729,0.11687543654079642,0.5370739682747044,0.12739202859550533,0.23031380638073956,-0.3647228577757543
TH00000127,0.2030623716920173,-0.08041227705003248,0.3363753535477361,-0.5378726383478872,-0.3732631613989865,0.35713935115382284,-0.39373602401849667,0.4257427305717888,0.670944418651119,0.030335847469765913,0.10717918372326972,0.0924716531255646,0.2755577200034062,-0.43147943275322287,0.13467857892097818,0.2795351731560133,0.04571660340502935,0.18020103356482306,-0.20424150369845487,-0.05191386703622006,-0.2589018204127543,-0.8078573267592472,0.2883696753834433,0.3371337871856298,0.24371759911133012,-0.5213045707010923,0.16112746733971878,-0.32719298578349815,-0.5364023221860587,0.0695091484459401,0.13640443752590184,0.06289903011703803,-0.04017912869742076,0.38224048187565346,0.38096552784794585,0.12723192908717057,0.2708702340655739,-0.4329677673590731,-0.017168505590147837,-0.06429259635147497,-0.4899802712544918,0.4099022630746799,-0.15827063649545134,0.33333256746239576,-0.2894881379237733,0.7080543728060028,0.1946605130350844,-0.09431765499946501,0.30734423847446696,0.07730746501966215,-0.24278311493094962,-0.10994933969241742,0.38538735849495603,0.19900608400981817,-0.2915251624511559,-0.09971327234493209,-0.22563501854624457,0.48523909203997445,-0.0358982877807874,-0.4448550426025488,0.3096006079599722,0.20383245698668268,0.23822204906738098,0.12225107848829735
TH00000198,-0.07841734322009493,-0.278537144370458,0.26082693841430815,0.05604442066049165,0.46772446323777683,0.3386596166073236,0.19515773280094478,-0.5329120460232455,-0.07620092441953712,-0.11710564082256682,-0.27212418589147236,0.5018734784346152,0.06719879232627231,0.2556841269088727,0.09154313381955519,0.2700366808398616,-0.003011480811553238,0.2708252186204313,-0.13135461187194455,-0.49198985397510986,-0.18877940136940663,-0.11364949487164068,0.13030088019842753,-0.08498511196045182,-0.19876294280092915,0.04572636559193108,0.14984722936712241,-0.2669631067710297,-0.2506616058157784,-0.06155300019954698,-0.16528176140840503,-0.16743688119249403,0.09537859064418776,-0.2950424640083178,-0.17160057254801267,0.10388622315862739,0.1086098891089536,-0.04487618079945076,0.04341363157377368,-0.28389345340338823,-0.21472348468523364,0.3645504705447082,0.3433093201666896,0.08947481169499986,0.4083548923295639,0.45062997371913605,0.4269173758944937,0.08030554794000247,0.11355882287736024,0.3394827996684435,-0.0023606560859280434,-0.11266545781225042,-0.23252118862314067,0.1464753681020428,-0.2515390685612333,-0.35760837356782754,0.19045685666261664,0.8486046884536447,0.4405400835367937,-0.24485543183669797,-0.030182294965733474,0.046657237819690243,0.3620784017503617,-0.10667413470417085
TH00000056,-0.02515988940092539,-0.10680433756036681,0.15763555709861746,0.4146474501370909,0.13514077486228998,1.0826351933648835,-0.3290088546136011,0.13144924585321027,0.03171151983060669,0.07579712530612115,-0.6169405866168974,0.1318653689568864,-0.16976696795262378,-0.4746077396328616,-0.1811979851452181,0.20527934008322615,-0.06300917150973664,0.4390775999376458,-0.18272950721584097,0.016463737827817862,0.2730448573558361,-0.3812218283113991,0.18653036207710083,0.057567529097147456,0.07540111245831856,0.1685240312269275,0.33946723784710986,-0.19501014604701045,-0.47789269180468746,-0.03544533828640459,0.14216500643351573,0.10552728862835568,-0.11407361126063996,0.06438459919706876,0.030246425494460705,0.7011813313218593,0.23613312367395534,-0.4621189876272103,0.4982837540128854,0.19893793861168516,-0.3195787372564164,0.12531047058709577,0.16376873320597427,-0.2345738108559064,-0.23518551597380816,0.6769117681236572,0.13435266034153576,-0.01573013097125784,-0.48376533308571845,-0.04522774575917739,-0.056472671156544876,0.12333631401748517,-0.190236143712129,0.06894229366933506,-0.39418239597651755,-0.3310505625159812,-0.22100895133353954,-0.4180743470915969,0.6014316133875811,-0.15353808620486822,0.2687700584205202,0.008052698853551067,-0.46473993125453256,-0.03434498251707931
TH00000050,0.0923729032148922,-0.23044840895333493,0.37676961439462114,0.009877054636009427,0.08589734308488985,0.33699861589994623,-0.20562045208261698,-0.16165821664983865,-0.11829961249470415,-0.006132188962155987,0.3213489725254911,0.9432901681333203,0.2898894582072841,0.35745036055787316,0.02660203681747444,-0.1319078582533242,0.06627239285221911,-0.046902140027021255,-0.25925527008175325,-0.5207731747618711,-0.5058715486872258,0.028861315044563154,0.07121620550351145,0.1965276730328956,-0.07500237876597456,-0.09953244158721947,0.4353040794479761,-0.10573432839684226,-0.10068583507351052,-0.10694310741932947,-0.22211294253528563,0.37572585307713086,-0.009045448015620287,0.2002191947172628,-0.1959164218087827,0.25978400613984853,0.06131479277565573,0.09667396526818259,-0.09634959782321482,0.557615113321588,-0.6893942562659288,-0.398343363285792,0.2520859686939366,-0.12029520366526328,-0.005579529291457922,0.4479804544999449,-0.05075224982133022,0.22865141490473453,0.3041188405871988,0.27511882484646355,0.02656554543325668,-0.0663379016670401,-0.28796697674557586,0.09026980041989423,-0.2236319237426505,-0.38135064363754323,0.04126774075181466,0.12874019009215334,0.08718923556661842,-0.057638779035150994,-0.1202049190438287,-0.08004766313800836,0.10497059546136209,-0.18976591627060027
TH00000058,-0.1614407346249933,-0.22653522903241444,0.20150971463305276,0.25419289569907094,0.15126743148452876,-0.0836188643299018,-0.12314346795730617,-0.3706159327523409,-0.26390784085509633,0.2965845170900976,-0.3267381072309387,-0.2365066116383922,-0.032113594131643095,0.05543316824586951,0.11945815340509541,-0.012026444287376885,0.4342392510504929,-0.22501000939124383,-0.33184325107688994,-0.26940210467348286,0.044704189034871986,0.27630132265837903,0.26753100228427557,0.025656560319077037,-0.23351645109805208,0.16500039214093395,0.20628023059774717,0.01753225453992879,0.019721861133562314,0.13331813495393707,-0.3581850970433851,0.09888958292864884,-0.2443253794831663,-0.08569786278076992,-0.0820791644222577,-0.09820909867848317,-0.1556709738787676,0.3381247923351776,-0.07570450581353497,-0.34207389700785457,-0.22566650467204397,0.15460382114298293,-0.20276581622427278,0.3554261004074588,0.3288037137431135,0.08992060291052285,-0.11283085450776331,-0.04744837618642674,-0.031711089676451434,-0.2153581568457587,-0.533578662705931,-0.359759715326678,-0.15003027911658037,0.24076066681822145,-0.6558001923188665,-0.10516728561862004,-0.2223107556594443,0.3215568515247805,0.17082032596549915,-0.20168690393107294,-0.2885440613596599,0.08304898125716434,0.36113336137290597,0.056471623147047706
TH00000125,0.33421260374311346,-0.10259467917491812,-0.05446666754580314,0.3589233816087704,0.5334741877661398,0.4024868579943409,0.10578576562430275,-0.2687045765912002,-0.26119612710342666,0.21868689684965265,-0.17864525391883845,0.07539052793463973,0.05496844472398222,0.19482562726517608,0.30090056889632455,-0.21053649381590503,0.40051284853400154,0.11412888200509076,0.24505622655683917,-0.3892632996996649,0.04438633404067162,-0.37880998537671623,-0.17827626733821766,0.07159058365886806,0.17337348542378192,-0.10264666565524899,0.2597868640703641,-0.15523952587285167,-0.5965303312176341,-0.0919472021738961,-0.42249927140643295,-0.04489795847584811,0.2514099996057335,0.036398906674820465,0.04091239900618913,-0.3552896773822154,0.01250977094493224,0.0352754004593432,0.08359221100661268,0.29975814605222884,-0.10962340004453587,-0.21635947890613108,-0.06882901956851385,0.25798754671358703,0.17203813803205054,0.4701116349278927,-0.36098812902309324,0.16460134582374716,0.12562475679261748,-0.07124156628167885,-0.014505080637754603,-0.11427685770700263,0.3270886450258321,0.21535620247352363,-0.2220801744646288,0.24914729378343084,0.037115491119262795,-0.13869392974447692,0.35589271595317273,-0.035634961098947426,-0.4405889931200087,0.24239287524754402,0.15306147282721394,0.38052454370817157
TH00000077,0.10581907532125408,-0.3901413304255802,0.2475704008879154,0.11845638127281562,0.15207566402310543,-0.014531118039624246,0.28844809951991063,0.6144115975313591,0.29287066428879877,-0.302132395925739,-0.26494440136784214,0.3816452296233376,0.2781744520168367,0.37095427753060845,0.047749132551271195,0.3275211608768469,-0.42460680505597903,0.05497128374224471,-0.3678318557457688,-0.05688842528798925,-0.10894718371391035,0.07969847135234044,0.2913672022979244,0.337643206636291,-0.011504566144743517,0.1182114486558476,0.10023609789549441,0.49110248632132103,-0.28583128085840204,-0.390237886055534,-0.022536994329843543,0.11111113831586525,-0.07539303800241084,0.298878450447331,-0.27360191105360704,-0.01981175763534783,-0.07570071479146358,0.14546023216926615,0.35047104970505355,-0.23428319404818124,-0.5290502471758963,-0.32081606730597567,0.35075725189010315,0.2618159643772645,0.2873909690480008,0.25838226503106826,0.40933829429353424,0.17192877856629335,-0.4251035000313732,0.08133999191288459,0.03279275295123464,-0.03231513104267722,-0.10724986923551236,0.27137666361571,-0.32263257215535857,0.09161753197509134,0.01851612699857041,0.485245340490185,-0.02844209511649918,0.15297122245082917,0.04525545143813895,0.10249680916614495,0.2861808513714066,0.45426538387720017
TH00000161,0.33216609782575024,-0.3066857092555366,0.02727269158054791,0.7603633465001904,0.29408406366391404,0.09308575425864828,0.3866452844075951,-0.048002530563589406,-0.3425180760911302,0.21449014514714546,-0.4924680184913985,-0.2704116815839404,0.15564796864159927,0.15921031582120426,-0.1782470332081578,0.07076031157073125,-0.01723718343799237,0.10573573781061588,0.26731286939233034,-0.13813932809807639,0.3778955650459506,-0.03340132046435074,0.48102893243714945,0.04606319654218051,0.04816926376071018,0.4449582914644988,-0.1010636902661854,-0.06718484737740266,-0.6808703724334199,-0.1306026235063799,-0.36754239861785143,0.13034799201425226,-0.13089534173061443,0.23500206848902472,0.09531610450594767,0.030179609120293858,0.11674122605880413,-0.1090849153693665,0.0306907827273032,0.10677511296103195,-0.01274932356009269,-0.17836004294812072,0.1817779090736174,-0.4954477320848275,-0.3394048050061757,0.48334663915911014,0.06707754697590346,-0.1281016162597816,-0.010828612809536281,0.17825436186509191,0.1705828825942437,0.1555589845188947,0.020400933242074936,0.42577665074578264,-0.21299892262173778,-0.3519558250287255,0.018929139605149643,-0.12327200910111927,-0.06185497944231365,-0.020704352102678104,0.013795389687232715,0.2678456120753827,0.0008117793908768876,-0.1297939512361458
